text,sentiment
"` And I 'm frightened that if I go down to the cellars I might die . "" ",Negative
"The death of a relative, friend, or someone I esteem.",Negative
" OK , you can stop now.It ' s time for the dance class . ",Neutral
She shot him a look of exasperation . ,Negative
 Sure . ,Neutral
I saw a report on T.V news on apartheid in South Africa. ,Negative
" Well , he's become friends with a couple of older boys who are in a band . And one night last weekend , he came home really late , way past his curfew . ",Negative
But why does Mr Ross always look sad ? ,Negative
Before an examination: I had the fealing that I had not learned enough.,Negative
"The trick was really intolerable.  They hid it, and I was worried and restless all day.  When I saw them I really wanted to slap each one of them.",Negative
"It joined me for the rest of the holiday , much to the annoyance of my fellow passengers . ",Negative
 Why not ? ,Neutral
" I know , it's not as I had planned . ",Negative
 Tony Bush . ,Neutral
Freeze ! ,Neutral
 Visa . ,Neutral
You didn't ring me last night.You said you would . ,Negative
 What for ? ,Neutral
 I won ’ t damage it . ,Neutral
" Oh . I enjoy watching boxing on television , too.What a pity I missed it last night ! ",Negative
I shared a secret with a friend and it later turned out that he had revealed it to another person with whom I didn't get along very well.,Negative
"When I realized the burden it was for my mother to look after all of us, all by herself.",Negative
 Why ? ,Neutral
 Chicken ! ,Neutral
When my friend (girl) went abroad for two years.,Negative
I received money from my father at a time when I was completely broken.,Positive
My friend not allowed to go to the English lectures.,Negative
" Ar ! Dad , the power went out . ",Negative
 Engaged ? ,Neutral
Yesterday when I received a B on a history midterm. I felt overjoyed after having received C's previously.,Positive
 No . ,Neutral
 OK . ,Neutral
One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.,Negative
"I thought that I would be scolded for a comment I had made, which I should not have made.",Negative
Made a statement that other people did not believe.,Negative
 I heard it ’ s a very good movie . ,Positive
` His gratification was almost unbounded when on arriving at the Belts of the Murray he found not only numerous new Species but new forms of Birds . ,Positive
When a colleague was rude with me because she didn't understand the subject about which I was discussing.,Negative
 Yeah . My whole GPA is screwed up now . ,Negative
Anne was sad at the death of the Misses Dolan but too much was happening for her to dwell on it . ,Negative
 excellent ! That sounds like a plan . ,Positive
"The day I was nearly stabbed to death by ruffians who wanted to take my money.  I refused to give them any money and they started running after me, I ran into somebody else's house to save myself.",Negative
When I was caught in an elevator and it got stuck between floors.,Negative
 it must be very demanding . ,Neutral
" You must have been prepared for a long time . Some statistics in this presentation are not easy to find , right ? ",Positive
" Oh , I just can't forget it . ",Negative
" Woo , easy . ",Neutral
Mr Carruthers said that the vast majority of evidence was over but acknowledged he was concerned that Mr McTear would not be able to conclude his testimony . ,Negative
 Rather . I'm afraid I didn't do very well . ,Negative
"` I am practical , "" Jessamy insisted with some annoyance . ",Negative
 I don't think you really want to hear about it . ,Negative
 You ought to have worked harder then you wouldn ’ t have failed your exams . You have to take a job and study . ,Negative
 A B plus . ,Neutral
 Why not ? ,Neutral
You're late . ,Neutral
 No problem . ,Neutral
" Maybe so , but do you have any idea how much this one is worth ? ",Positive
"Lo ga takut untuk mencintai, yang lo takutin adalah tidak dicintai balik.  ",Negative
I was sad when I saw that a beautiful girl was not attainable.,Negative
"As Christmas approached , the excitement of preparation began to get through to her . ",Positive
Time flies ! ,Neutral
A certain night during initiation. ,Negative
 Oh ! That's much hetter than I did . ,Positive
Yanto realised to his horror he was now the nearest man to the exit bar . ,Negative
I passed an exam which I thought I had failed.,Positive
When the coach of our team degraded me to the second team.,Negative
What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . ,Negative
When planning to marry.,Positive
A certain friend tried to push me off a seat in a very violent way for no apparent reason.  It may be that he was excited about something.,Negative
When my mother had a nervous illness.,Negative
A friend gave me a lift and we met a road-block.  He tried  to turn back when an officer shouted at us to stop.  My friend took a turn suddenly and the officer raised his gun but by the time we were gone.,Negative
"` I 'm delighted they left you the house , "" Julia told Margaret . ",Positive
"After watching the 49ers lose game after game, year after year, I was finally rewarded with a Super Bowl victory which made me extremely happy.",Positive
 What are you so excited about ? ,Neutral
" Linda , thank you for this wonderful Christmas dinner . I really enjoyed it . ",Positive
 What ? ,Neutral
 Yes . Why ? ,Neutral
Finding out that I can go to your English lectures.,Positive
 Both . ,Neutral
 One letter can have several pronunciations and one word can have several meanings . ,Neutral
 Be careful . ,Neutral
My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer.,Positive
 Don ’ t do this ! Don ’ t do that ! You mustn ’ t do this ! You can ’ t do that ! ,Negative
"I \cooked\"" the engine in my father's car - it was actually his fault because he hadn't fixed the temperature gauge or told me. When I finally got home I was absolutely screamed at and the anger I experienced was over the injustice of it all plus the huge row which developed.""",Negative
 Me too . Please write to me as soon as you get Boston . ,Positive
"Not so , according to elated opponents of nuclear power . ",Positive
When I was offered a place in the university as a full time student.,Positive
When my beloved girlfriend got married to another person.,Negative
 We hope so . ,Neutral
 Thank you . ,Neutral
" No , I'm a tourist . This place is amazing ! It's much bigger than I imagined , and much more exciting ! There's so much to see here . ",Neutral
"For the Opposition , Sam Galbraith said he was particularly angry that the Government was reneging on the ballot subsidy . ",Negative
"When my mother and father split up I was angry: I felt deprived and \different\"" from other children at school.""",Negative
"Don't believe the lies look me In the eyes, please don't be scared of me ",Negative
My boy-friend had promised me to come home at about 10 p.m. He did not return until midnight and had consumed a lot of alcohol.,Negative
"When a friend told me that my education had nothing to do with our discussion.  This friend has failed the 7th grade, what made me angry was that I had not used my education to argue.",Negative
 I drink a lot of wine . ,Negative
 Of course I should have ! You certainly deserve them ! You put up with all of us . ,Positive
"However , in 1878 , deaf education in Greenock faced a crisis because there was no-one able to continue to teach the children , and one parent was not happy about his child being taught in sign language . ",Positive
" Yeah , I was really struggling whether I should give you this nice little car . It was the last one they had and I really like it so much myself . ",Positive
" Thank you , I will . Hope to see you again next year . ",Positive
When I had to talk with an important person about a job.,Negative
 OK ! ,Neutral
At primary school I was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.,Negative
" Really , because spicy food is my favorite . ",Negative
" And if we don't need them , we won't need Zina , either . ",Neutral
When I part with my friends I feel always sad for some time. I can't remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,Negative
 I am very grateful for your advice . ,Negative
"She missed him , and missed the companionable secrecy of their relationship , but she was not miserable about it . ",Negative
I wish i could get the lyrics to by @Drake tattoo'd on my body. But that'd be one big ass tattoo,Negative
"When I was in Form 4, at Secondary School, I was elected as a school Library Assistant and also the leader of Catholic Students, so I felt very joyous.",Positive
Hello ? ,Neutral
You're late . ,Neutral
"I felt glad to live again when I went to a meeting about the \Knowledge\"". There are 4 techniques of meditation that connect you with the essence of the human being.""",Positive
I was a little concerned that you put so much emphasis on return to work . ,Negative
" Don't get smart with me . Here , do it again , but do it right this time . ",Negative
Hahaha just got a shot at the doctors and was the nurse was about to kill me because I was freaking out so much ,Negative
"But , determined that he shouldn't have the satisfaction of seeing her vexation , she said drily , ` Don't mention it ; I 'm only glad it wasn't rush-hour . "" ",Negative
" Yes , next March . ",Positive
"Don't believe the lies, look me in the eyes- please don't be scared of me ",Negative
 Yes . ,Neutral
 Yes and no . ,Neutral
"When I left all my friends at school (break up) knowing we would probably all go our separate ways, and none see one another for a long time.",Negative
Hello . ,Neutral
"After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness.",Negative
My first public appearance in front of a rathe big audience.,Negative
My husband still feels very cross . ,Negative
" Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . ",Positive
Saying goodbye at the airport to my boyfriend who has to go to school back East. We are very close and have been together 4 years.,Negative
 I think you can go to visit the museum . It's worth seeing . You can go to the square some other time . ,Positive
"He paused before stepping out onto the roof , a look of horror on his face . ",Negative
When I received the news that my in-laws had passed away.  I depended heavily on them for their guidance and the running of their daughter's buisness.,Negative
" Please explain because it makes no sense to me . How can a girl ’ s routine be so complicated ? You get up , you shower , you get dressed , you brush your teeth , you ’ re out the door . Half an hour , tops . ",Negative
"There were amused smiles , but they did not know at all why Alain had done that . ",Positive
"On my second plane trip, we ran into unexpected turbulence.",Negative
 I'm standing in front of an exquisite work of art ! ,Positive
 It ’ s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is . ,Neutral
"JOHN SMITH , understandably , is boiling with anger at the Tory refusal to recall Parliament . ",Negative
"Francis was not totally disconsolate and added : ` The way our fans came behind us is the best I 've ever heard it here , and I hope it continues . ",Negative
 You're lucky ! ,Positive
After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality.,Positive
 Look behind us at the mountains ! They're reflecting pink ! ,Positive
"I felt quite depressed about it . "" ",Negative
 You're welcome . Did you have a good time on this vacation ? ,Positive
 I hope so . ,Neutral
I'm so angry at Bob for buying a new bike . ,Negative
 Feed them ? ,Neutral
When my grandfather died.,Negative
 Is it ? ,Neutral
I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend.,Negative
 I hope so . ,Neutral
"My child, unexpectedly started acting in a restless and disturbing way at school.  In addition his performance at school weakened.",Negative
I suddenly found that those whom I considered to be my good friends did not care for me.  Although I could still be with them I felt unimportant.  I deeply thought about the reason behind this so as to see who was responsible for this.  Finally I made up my mind and decided not to expect too much from them.  I was sad when I decided that they were no longer my good friends.,Negative
City fans are still livid over the clash with Bull that led to skipper Steve Walsh 's sending off in the 3-0 defeat at Molineux three weeks ago . ,Negative
Talking with a nice girl.,Positive
" Congratulations , I hope everything works out . ",Positive
"I suffered from a gynaecological illness. I was quite displeased to hear that my roommates had talked about it and they had misrepresented the truth. I felt deeply hurt when I learned that it was done by a \good\"" acquaintance of mine.""",Negative
 Really ? ,Neutral
"@DaveWright70 @rmmanson @GabBurnsSmith @fraudsterboosh bob, would not like to be on your head come Saturday morning ! ",Negative
When  fell in love with my present girlfriend.,Positive
" Well , I do feel quite down because I am going to miss Japan after being here for 9 months , in Japan . I am going to miss it so much , cause I've had a great time here . ",Negative
Some grandparents have the sadness of losing rather than gaining grandchildren . ,Negative
"My friend had organized a birthday party for me secretly, I was very happy not so much for the presents but because they seemed to care for me.",Positive
"When I began dansing, the teacher came and told me that I was very good and would soon get into the ballet academy. ",Positive
 That ’ s fine . ,Neutral
" Well , on Saturday I cleaned the house and played tennis . Then on Sunday I hiked in the country . ",Neutral
"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing.",Negative
 Yes.My face even ached in the icy wind . ,Neutral
" Oh , hi ! I'm Barbara Johnson . Nice to meet you . ",Positive
" Sorry , I dialed the wrong number . ",Negative
"That afternoon I received two messages informing me, one that my brother was in a coma in the U.T.H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital  to see my brother.",Negative
 I Believe I will . Look for me near the lake . ,Neutral
"I had stayed for months without seeing mother because our holidays were short and my home is far. Some times, mother came to see me at school, I was very joyful, and I didn't want her to go.",Positive
After you . ,Neutral
 Weight ? ,Neutral
"Emily , what kind of report is this ? ",Negative
To her annoyance a warm blush was steadily creeping into her cheeks . ,Negative
"Physical violence. A friend wouldn't listen to me I repeatedly tried to warn him, to no avail. Result: eight people were \pissed off\"".""",Negative
Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone.,Negative
 Leave me alone ! ,Negative
"I know I'm a blabbermouth , but what do you think she should do , John ? ",Negative
He had seen beyond the excitement of being approached for his first book ; he already visualised it on the bookshelves ! ,Positive
A close friend of mine was to get married in a weeks time when her father died of a heart-attack.  I knew him well and felt bad on hearing of his death.,Negative
I was approaching my exam time and my books got stolen.  I was in a panic as I thought that I would not do well enough to be considered for the economics quota.  I cried a lot but that did not help and as the exam day came near a strange fear gripped me.,Negative
 How come ? ,Neutral
"One day a fierce looking man came to our house  and said that my father should apologize to him, however I was alone at home.",Negative
My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,Negative
"When I left after the examination to enter the University, and even though I had studied the whole year I made a bad exam. ",Negative
They all seem terribly sad . ,Negative
Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights.,Negative
Getting the top price in the football pools.,Positive
"2)March 2009,the market said : the opportunity was there,but COURAGE was missing. The factor was too strong",Negative
Night tweeps!! If you think the worst is over... wait for the exam results.. #Exams #AHSJuniorsExams,Negative
Staying alone in a dark place.,Negative
Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.,Negative
 Good idea . Can I bring some music from that period too ? ,Positive
 Was he upset when you told him you had to leave this weekend ? ,Neutral
 Yes . ,Neutral
 All right ,Neutral
When I saw that I had passed an exam.  It was the last chance and there was a lot at stake.,Positive
"Day before yesterday my mother bought me a new pair of shoes, without my having asked for them.  She told me that when she saw the pair of shoes she felt like buying them for me.  I really liked the shoes and they made me feel that my mother cares for me.",Positive
 Thanks . ,Neutral
Uh-oh . I'm in trouble . ,Negative
 I can't believe they would play so good . ,Positive
When my affairs with the girl I love settled positively.,Positive
"` They take young grandpas , "" said Linda , amazed and overjoyed he 'd had the idea for himself and still not able to get over her daughter 's news . ",Positive
 Really ? ,Neutral
 No problem . ,Neutral
I'm glad when I have good relations with my colleagues and most of all when we are at a party.,Positive
"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk.",Positive
"And I 'm really excited about it and there 's lots of interest , I think this places are taken up already . ",Positive
   Infiltration in our lives. The illusion of so we accept their political Solutions.,Negative
When I got my drivers licence.,Positive
" oh , steve . Stop it ! I am a bit nervous ! What if he doesn't call ? ",Neutral
Harry was a little worried to see the water supply diminishing so rapidly but was pleased that Lucy was enjoying herself . ,Negative
When a close friend died.,Negative
"When  first came to CAL I went to a rally on Sproul and I later learned that the rally was conducted by the Moonie cult. They were taking pictures at the rally, so I was afraid that they would circulate the pictures and then kidnap people. I did not know how the cult worked. I was scared.",Negative
"When I realized that we are living on borrowed time, and that the nuclear holocaust appears to come closer every day.",Negative
"At an undeserved attitude toward a man, when human personality is not treated decently.",Negative
What's new ? ,Neutral
I do not recall being scared in the near past.,Negative
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ",Neutral
"After a busy day I went back to my hostel.  I closed the door and had a drink, then I read my favourite book on the bed.  Suddenly I felt peace and joy.",Positive
When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag.,Negative
When my cousin passed away during the holidays at home.  He fell ill at night and the next day he died in the evening.,Negative
"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.",Negative
"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.",Negative
I am having a hard time at my job . ,Negative
" Because I feel tired all the time , even when I wake up in the morning . I find it very difficult to do any work . I have no appetite . ",Negative
 What ? ,Neutral
Not walkin up stairs because you're afraid to trip going up.. ,Negative
A boy I had been admiring so much asked me to go out with him.,Positive
When I was selected at TISS X.,Positive
I'm so angry . I feel like killing someone . ,Negative
@AaronCurry51  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,Negative
George drove past and felt a terrible anger replace his elation . ,Positive
@inrepose Could you give me url for live stream? ,Negative
"He shook his head , exasperated and cynical . ",Negative
"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order.",Negative
" I'd be delighted to , John . Saturday did you say ? ",Positive
"She was interrupted by another hoarse , gleeful chuckle . ",Positive
 Could you move smoothly ? ,Neutral
"He was gleeful about the idea of a Faber ` Vaudeville "" production in 1929 where he starred as a baritone singing Bolovian Ballads and a song about a blue baboon . ",Positive
"When I was about to be bitten by my friend's dog, later on it bit me.",Negative
 Oh . ,Neutral
Finding out my best friend cannot go to the English lectures.,Negative
When I failed one of my courses at school - the university of Zambia.,Negative
 OK . ,Neutral
"A whole crowd of us went to a folklore festival. The instructor of the cast where my boyfriend played was traveling with us. We decided to catch the train that leaved early in the morning because we had business on the following day. The instructor tried to get the upper hand and made us catch the train in spite of everything, all the time he made me angry.",Negative
My best friend was not chosen for the English lectures.,Negative
getting high to balance out the lows . don't be scared of me ,Negative
" Yes , you have many opportunities to grow in this company as long as you do well . ",Positive
 What is it ? ,Neutral
"At the funeral of a friend about 20 years old, who was killed in a hit-and-run motorcycle accident.",Negative
"She cackled , delighted with the queasy mixture on the plate , hot brown coffee lapping at the pale wedge of sugared pastry . ",Positive
"look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. ",Negative
"My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively.",Negative
There is nothing new in the experts spreading unwarranted alarm and despondency . ,Negative
" Oh , don ’ t talk to me about last night ! It was the most awful evening I ’ Ve ever had . ",Negative
"I feel dreadful, though not as dreadful as my married colleague who spent the evening rubbing the crotches of men in the office.  ",Negative
"The veterans have become increasingly alarmed at the incidence of illness -- especially cancers amongst the 20,000 who were present at the tests . ",Negative
" Well , you guys worked hard for it . It's really beautiful . ",Negative
"When I was 9 years old, I got a cat, but after 3 days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much.",Negative
Advertisers said they were delighted to see many of their proposals reflected in the Government 's approach . ,Positive
"But Matta was gazing at him , and his grin was wider , more gleeful . ",Positive
I love that... I love today ,Negative
"During the Christmas holidays, I met some of my old friends, after not having seen them for six months.",Positive
"One evening, in the tramway, I was afraid of two drunk men molesting my girlfriend and me.",Negative
" Yes , I know , sir . I'm sorry . ",Negative
"This summer I got into a fight with one of our patrons (at a theatre). He hit me and I hit him and her friend, he hit my friend and we all hit eachother.",Negative
Seb reached Burford in a state of high excitement only to find that Superintending Constable Aplin was in London . ,Positive
" You just can ’ t imagine ! I waited for the first bus but it was too full , so I waited for the second , and it was still very crowded . Then I decided not to wait for the next one , and got on the second bus . It was so full that I had to stand on one foot ! No kidding ! ",Negative
Benjamin nodded and stared where an ostler was trying to calm an excited horse . ,Positive
During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude.,Negative
" I ’ m sorry , Mr . Baker ’ s not in . May I take your message ? ",Negative
 You ’ re right . I would have to travel to the city at least once a week to go shopping and see friends . I would hate living in the country ! ,Positive
I felt angry when I was told that I had not been selected to go to the University.,Negative
"Sitting at FSU, just chilling with friends. Still waiting to get acceptance letters from the colleges I applied too.  ",Negative
When my first love was not successful.,Negative
"One evening when my sisters, brothers and I were watching T.V my kid brother took a big mirror and reflected light on the french windows.  I thought that these lights that we could see were coming from torches annd that it meant that there were thieves outside.",Negative
I think they call this... um... Venting ,Negative
He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out . ,Negative
"This sucks . I hate buying lingerie . Okay , just find something and get out of here . Alright , these are fine . Oh , no , don ’ t come over here , don ’ t come over here . ",Negative
"Crip Walk-Off?  RT @Christinerphant ECS Pre-party, I'm nervous for my digestive organs. @LoAlex2, @starallo, @jmayshar",Negative
Before Christmas I got to know a girl but our relationship could not consolidate before the holiday. Therefore it was a big surprise to get a carefully hand-made present from her. - Our relationship grew closer.,Positive
Aggie looked horrified as she caught sight of the horse dung on his hobnailed boots . ,Negative
So the company decided to cancel your trip to Hong Kong ? ,Neutral
When my mother and father separated (it was a brief separation and they are together now).,Negative
 Exactly . ,Neutral
"The children were watching TV peacefully , but Annie saw her as she bobbed her head around the door , gave a pleased gurgle and started to scramble down . ",Positive
"It was at the time of my M.Sc exam, when I was not in a position to take the exam after having studied seriously.",Negative
 Tell me ! Tell me ! What's your secret ? ! ,Neutral
"When I watched the T.V programme called \The living planet\"" and saw the far reaching environmental destruction caused by man.""",Negative
 I would think this was the least they could do . ,Neutral
 I hope that it is not a formal one when the boss is there . ,Neutral
" I hate to tell you this , but it seems that every shred of evidence that would help us to convict were destroyed in a laboratory fire . There's nothing left . I'm so sorry ... ",Negative
The death of my guardian with whom I had stayed when I did my grade six.,Negative
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Neutral
 Thank you . So what do you think ? Would we have a good time ? ,Positive
"You 're pleased about his engagement -- he told me that some time ago -- and you 've as good as admitted it tonight . "" ",Positive
The organisation is glum about the social consequences for Europe . ,Negative
The birth of my child.,Positive
 I was running around the track at my college and there she was walking around the same track . ,Neutral
 See you . ,Neutral
"When my mother threatened me with thrushing me of the stairs, when I once more should make a comment.",Negative
 See you . ,Neutral
 That ’ s fantastic . Thank you . ,Positive
Once a friend had pushed me and I had fallen on to a window which then broke.  I was taken to tthe principal's office and he accused me of having broken the window.,Negative
"Losing my girlfriend who made an end to our relationship. By this I lost an important source of support, certainty and joyful moments. I cried very intensly when that happened.",Negative
So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.,Negative
"A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday.",Positive
" I've told him how to do that several times , but he's never listened to me . ",Negative
"While watching TV (a war movie), I felt a strong fear of death, threat and fear of loosing people close to me.",Negative
 never . ,Neutral
 Didn't I ? ,Neutral
 I do.We haven't watered them for quite a few days . ,Neutral
"One of my fellow students had bunked field work and in my attempt to cover up for him I myself was exposed, though not directly.  We were to meet our field work supervisor and we were afraid of the consequences.",Negative
" Sorry , I don't smoke . ",Neutral
Whenever I read or think about the way people treat animals and nature.,Negative
Yet she still finds herself full of frustration and anger towards him . ,Negative
Lady Cross 's family was too grief-stricken to attend the trial . ,Negative
A horse which I had liked very much was taken away.,Negative
Not getting a job.,Negative
My boyfriend made me a proposal.,Positive
" I believe such things won ’ t be realized , just daydreaming . ",Neutral
" Well , thanks for the suggestions . ",Positive
 Never mind . ,Neutral
" I don't need your help , jerk . ",Negative
When I was teased by my friend for not scoring good marks in the exams.,Negative
"She supposed she ought to feel apprehensive , but she felt only deep delight , and it seemed the most natural thing in the world to be making her way through the moonlight to Raynor . ",Positive
When thieves broke into our neighbour's house and later we heard gunshots.,Negative
Our only elder sister got married and started having pains in her abdomen and she was told that she could not have children. To our suprise she had a baby 2 months back.,Positive
"Thora is a strong supporter of Help The Aged , and highly indignant that older people are often treated differently the moment they become pensioners . ",Negative
 what gift ? ,Neutral
 And . ,Neutral
Some foreign students playing loud music before the biology exam.,Negative
" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ",Neutral
 What face ? ,Neutral
I received the message that I'd been accepted at the school where I really wanted to go.,Positive
 And you didn't think to leave them my cell phone ? ,Negative
 Nothing . I just feel very lonely in this city . I miss my family . ,Negative
When I was bringing in the shopping and nearly stood on a snake.,Negative
Maria 's ( 3.5 years ) parents were concerned because of her severe headbanging at home . ,Negative
Insulted by disgusting people.,Negative
My grandmother's brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was (79).,Negative
 I'm afraid you can't . ,Negative
"George felt anxious that he had had no opportunity to be alone with Tamar , and so there had been no chance of warning her about the groom . ",Negative
" To tell you the truth , I'm really nervous . I had a dream last night that I was being interviewed by a three-headed monster that kept trying to bite my head off . Oh , wow , my palms are sweaty just thinking about it . I just hope Ms . Mendoza won't be able to hear my teeth chattering . I just hope I get through this in one piece . ",Negative
What did you say ? ,Neutral
I was in a camp and went out for a walk at night on my own.  I lost  my way and spent several hours looking for the camp.,Negative
" In the evening , we just sit and talk over dinner . But on the weekend , we try to go out to the beach or hit a nice restaurant , or go to a nice cafe . ",Positive
 My exam . ,Neutral
"Almost crashing my car, something which could have led to great problems.",Negative
 Don ’ t touch that thermostat ! You don ’ t pay the bills around here ! ,Negative
"Dan , Dan , dude . You have to come over to my house right now ! ",Negative
 No . ,Neutral
Relating to my closest family.,Positive
 Billy ... ,Negative
" I have already known that . I didn't get the scholarship , right ? ",Negative
 What is it ? ,Neutral
 My advisor ? ,Neutral
I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,Negative
 Don ’ t ever mention him . I ’ m getting over it . ,Negative
I got lost in a foreign town. I did not know the language of that country and it took me hours to meet my friends again.,Negative
 Two weeks ,Positive
Not winning a medal in the swimming contest.,Negative
" Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too . ",Positive
"The three of them started walking , followed by the excited crowd . ",Positive
How about going to hear a country-and-western singer tonight ? ,Positive
Waiting for my marks in a difficult subject.,Negative
 My pleasure . ,Positive
 You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! ,Negative
 Bye-bye . ,Neutral
When I was notified that I had been accepted as a Psychology student.,Positive
" Paranoid ? I ’ m not paranoid ! I ’ m cautious ! You see Dan , we have to be on guard at all time ! People just invade your privacy as if they knew you ! Telemarketers , solicitors , even your bank ! They have way too much information ! I like to keep everything on a need to know basis . ",Negative
"I suffer form a disease of my muscles. However, I cannot talk about it and my feelings, the consequence with my parents. They try to repress it.",Negative
"My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.",Negative
"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",Negative
 what is it ? ,Neutral
The London Irish Women 's Centre are pleased to announce that the Irish language classes for adults will continue with Siobhan Ni Neill on Fridays from 10.30 am to 12.30 starting on Feb 7 . ,Positive
 How do you know that I didn ’ t try ? I just couldn ’ t manage it . ,Negative
I was watching television. It was about midnight when a very dear friend called saying that his father had died in an accident.,Negative
"I 'm absolutely delighted that we achieved what we set out to do at the beginning of the week , which was to ensure that the Ryder Cup stayed on this side of the Atlantic . ",Positive
"I get lightheaded whenever they show surgical procedures on TV, my knees start to hurt, eyes squint, stomach turns, I'm such a pussy. ",Negative
 I drew a blank on the algebra test . ,Negative
The time I was threatened with expulsion from secondary school (form four).,Negative
 It's unfair . ,Negative
"I wrote a difficult Exam at one time while in my Secodary School. When the results were announced on the radio, I came second out of 80 students hence I felt joy.",Positive
 It's the holidays ! Everybody knows how hard it is to get tickets ! ,Negative
 Yes . ,Neutral
" I don ’ t slurp my coffee . And plus , how can you hear it when you ’ re shouting into your phone all the time ? ",Negative
 Sure . ,Neutral
" That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",Neutral
Hello ? ,Neutral
Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,Negative
When a good friend with whom I had an intimate relationship made clear that he didn't want to continue in the same way. He choose his girlfriend (also a friend of mine).,Negative
"` Give over , will yer , "" pleaded the disconsolate convener , slapping jam on his butty . ",Negative
When I was faced with writing an essay and I didn't want to do it I was angry that I had to write an essay and angry at myself for not having the time to write a good essay.,Negative
"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room \I blew it\"" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness.""",Negative
The same as for SHAME and DISGUST. I was asked to resign my sorority which I did because I was ashamed.,Negative
 OK . ,Neutral
 It is depressing to hear the price goes higher and higher . ,Negative
" No , I don't . I just don't know how to handle this . This is my first time , you know . ",Negative
"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.",Negative
` Those poor little girls must be frightened out of their minds ! ,Negative
 Why ? ,Neutral
 Wait a sec . ,Neutral
"When my friend promised that she would come to my place, and did not turn up - I was annoyed at her.",Negative
"Expressing his delight at being appointed , he said : ` This is the one job I had hoped for . "" ",Positive
 It's fun . ,Positive
Getting a phone call from a very old friend.,Positive
"During the Xmas holiday, I and my best friend at Secondary School had planned to meet at a Cultural afternoon at the Mt. Soche Hotel after missing each other for such a long time. When I asked my mother for permission, she told me not to go for no good reason. I felt very angry with her.",Negative
